Club Name,Location - Country,Location - City,Screening Date - Year,Screening Date - Month,Screening Date - Day,Local Release Title,Original Title,US Release Title or English Translation,Director,Year of Production,Country of Production,Duration,Series Theme,,Nature of Screening,Provenance of Print,Other Notes
Gente de Cine,Argentina,Buenos Aires,1942,June,6,Carlitos bombero,"Fireman, The","Fireman, The",Charles Chaplin,1916,United States,short,Cómicos americanos de la época muda,,,,
Gente de Cine,Argentina,Buenos Aires,1942,June,6,En el aserradero,"Sawmill, The","Sawmill, The",Larry Semon,1922,United States,short,Cómicos americanos de la época muda,,,,
Gente de Cine,Argentina,Buenos Aires,1942,June,6,La vampiresa del colegio,,,Mack Sennett?,1924,United States,short,Cómicos americanos de la época muda,,,,
Gente de Cine,Argentina,Buenos Aires,1942,June,6,Entre fantasmas,Haunted Spooks,Haunted Spooks,"Alfred G. Goulding, Hal Roach",1924,United States,short,Cómicos americanos de la época muda,,,,
Gente de Cine,Argentina,Buenos Aires,1942,June,6,Hermanos gemelos,Mama Behave,Mama Behave,Leo McCarey,1926,United States,short,Cómicos americanos de la época muda,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,En el país de Jauja,Hans Trutz in Schlaraffenland ,Hans Trutz in the Land of Plenty,Paul Wegener,1917,Germany,short,"Ernst Lubitsch, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Bésame otra vez,Kiss Me Again,Kiss Me Again,Ernst Lubitsch,1925,United States,feature,"Ernst Lubitsch, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Una hora contigo,One Hour with You,One Hour with You,Ernst Lubitsch,1932,United States,feature,"Ernst Lubitsch, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Si yo tuviera un millón,If I Had a Million,If I Had a Million,Ernst Lubitsch,1932,United States,feature,"Ernst Lubitsch, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Rumbos de vida,Design for Living,Design for Living,Ernst Lubitsch,1933,United States,feature,"Ernst Lubitsch, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Hermoso Brummel, El",Beau Brummel,Beau Brummel,Harry Beaumont,1924,United States,feature,Actores famosos - John Barrymore,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Enemigo público número 1, El","Public Enemy, The","Public Enemy, The",William Wellman,1931,United States,feature,10 años en la obra de John Ford,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Delator, El","Informer, The","Informer, The",John Ford,1935,United States,feature,10 años en la obra de John Ford,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"María Estuardo, reina de Escocia",Mary of Scotland,Mary of Scotland,John Ford,1936,United States,feature,10 años en la obra de John Ford,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Al redoblar de los tambores,Drums along the Mohawk,Drums along the Mohawk,John Ford,1939,United States,feature,10 años en la obra de John Ford,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,La diligencia,Stagecoach,Stagecoach,John Ford,1939,United States,feature,10 años en la obra de John Ford,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Viñas de ira,Grapes of Wrath,Grapes of Wrath,John Ford,1940,United States,feature,10 años en la obra de John Ford,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Hombres del mar,Long Voyage Home,Long Voyage Home,John Ford,1941,United States,feature,10 años en la obra de John Ford,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Scarface,Scarface,Scarface,Howard Hawks,1932,United States,feature,Un creador de tipos: Paul Muni,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Infierno Negro,Black Fury,Black Fury,Michael Curtiz,1935,United States,feature,Un creador de tipos: Paul Muni,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Gran tragedia de Luis Pasteur, La","Story of Louis Pasteur, The","Story of Louis Pasteur, The",William Dieterle,1936,United States,feature,Un creador de tipos: Paul Muni,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Buena tierra, La","Good Earth, The","Good Earth, The",Sidney Franklin,1939,United States,feature,Un creador de tipos: Paul Muni,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Juárez,Juárez,Juárez,William Dieterle,1939,United States,feature,Un creador de tipos: Paul Muni,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,No estamos solos,We are not alone,We are not alone,Edmund Goulding,1940,United States,feature,Un creador de tipos: Paul Muni,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Hijo del barrio, El",Neighborhood Son,Neighborhood Son,Lucas Demare,1939,Argentina,feature,Directores argentinos: Lucas Demare,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Corazón de turco,Heart of a Turk,Heart of a Turk,Lucas Demare,1939,Argentina,feature,Directores argentinos: Lucas Demare,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Chingolo,Chingolo,Chingolo,Lucas Demare,1940,Argentina,feature,Directores argentinos: Lucas Demare,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,El cura gaucho,"Gaucho Priest, The","Gaucho Priest, The",Lucas Demare,1941,Argentina,feature,Directores argentinos: Lucas Demare,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,El viejo hucha,"Old Skinflint, The","Old Skinflint, The",Lucas Demare,1942,Argentina,feature,Directores argentinos: Lucas Demare,,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,La guerra gaucha,"Gaucho War, The","Gaucho War, The",Lucas Demare,1942,Argentina,feature,Directores argentinos: Lucas Demare,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Reina Cristina,Queen Christina,Queen Christina,Rouben Mamoulian,1934,United States,feature,"Greta Garbo, actriz dramática y de comedia",,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,Ninotchka,Ninotchka,Ninotchka,Ernst Lubitsch,1940,United States,feature,"Greta Garbo, actriz dramática y de comedia",,,,
Gente de Cine,Argentina,Buenos Aires,1942,,,"Velero yanqui, El","Yankee Clipper, The","Yankee Clipper, The",Cecil B. DeMille,1927,United States,feature,El cine épico norteamericano,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Vuelo al revés,Goofy's Glider,Goofy's Glider,Walt Disney,1940,United States,short,La aviación en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Soldados del aire,Unknown,Unknown,Unknown,Unknown,Unknown,short,La aviación en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Alas silenciosas,Unknown,Unknown,Unknown,Unknown,Unknown,short,La aviación en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Pilotos de prueba,Test Pilot,Test Pilot,Victor Flemin,1938,United States,feature,La aviación en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Blanco para esta noche, El",Target for Tonight,Target for Tonight,Harry Watt,1940,United Kingdom,feature,La aviación en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Linyera, El","Vagabond, The","Vagabond, The",Enrique Larreta,1933,Argentina,feature,"Mario Soffici, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Noche federal,Federal Night,Federal Night,Mario Soffici,1933,Argentina,feature,"Mario Soffici, actor y director",,Unreleased film?,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Viejo doctor, El","Good Doctor, The","Good Doctor, The",Mario Soffici,1938,Argentina,feature,"Mario Soffici, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Prisioneros de la tierra,Prisoners of the Soil,Prisoners of the Soil,Mario Soffici,1939,Argentina,feature,"Mario Soffici, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Héroes sin fama,Heroes without Fame,Heroes without Fame,Mario Soffici,1940,Argentina,feature,"Mario Soffici, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Yo quiero morir contigo,I Want to Die with You,I Want to Die with You,Mario Soffici,1941,Argentina,feature,"Mario Soffici, actor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Tres hombres del río,Three Men of the River,Three Men of the River,Mario Soffici,1943,Argentina,feature,"Mario Soffici, actor y director",,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Cara de espanto,Le Comte Kostia,Count Kostia,Jacques Robert,1925,"France, Germany",feature,Homenaje a Conrad Veidt,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Ráfagos del pasado,"Man's Past, A","Man's Past, A",George Melford,1927,United States,feature,Homenaje a Conrad Veidt,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,El poderoso,Jud Süss,Jew Suss,Lothar Mendes,1933,United Kingdom,feature,Homenaje a Conrad Veidt,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Desconocido, El","Passing of the Third Floor Back, The","Passing of the Third Floor Back, The",Berthold Viertel,1935,United Kingdom,feature,Homenaje a Conrad Veidt,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Rostro de mujer, Un","Woman's Face, A","Woman's Face, A",George Cukor,1941,United States,feature,Homenaje a Conrad Veidt,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Bosque petrificado, El","Petrified Forest, The","Petrified Forest, The",Archie Mayo,1935,United States,feature,Homenaje a Leslie Howard,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Romeo y Julieta,Romeo and Juliet,Romeo and Juliet,George Cukor,1936,United States,feature,Homenaje a Leslie Howard,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Fabricante de sueños, El",Stand-In,Stand-In,Tay Garnett,1937,United States,feature,Homenaje a Leslie Howard,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Caprichos del corazón,It's Love I'm After,It's Love I'm After,Archie Mayo,1937,United States,feature,Homenaje a Leslie Howard,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Cinco hombres,49th Parallel,The Invaders,Michael Powell,1940,United Kingdom,feature,Homenaje a Leslie Howard,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Mister V,Mister V (aka Pimpernel Smith),,Leslie Howard,1941,United Kingdom,feature,Homenaje a Leslie Howard,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Vampiresas de 1933,Gold Diggers of 1933,Gold Diggers of 1933,Mervyn LeRoy,1933,United States,feature,Una actriz múltiple: Ginger Rogers,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Alegre divorciada, La","Gay Divorcée, The","Gay Divorcée, The",Mark Sandrich,1934,United States,feature,Una actriz múltiple: Ginger Rogers,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Entre bastidores,Stage Door,Stage Door,Gregory La Cava,1937,United States,feature,Una actriz múltiple: Ginger Rogers,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Camino del pecado, El",Primrose Path,Primrose Path,Gregory La Cava,1938,United States,feature,Una actriz múltiple: Ginger Rogers,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Kitty Foyle,Kitty Foyle,Kitty Foyle,Sam Wood,1940,United States,feature,Una actriz múltiple: Ginger Rogers,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,Mamá soltera,Bachelor Mother,Bachelor Mother,Garson Kanin,1940,United States,feature,Una actriz múltiple: Ginger Rogers,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Pícara Roxie, La",Roxie Hart,Roxie Hart,William Wellman,1941,United States,feature,Una actriz múltiple: Ginger Rogers,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Pícara Susú, La","Major and the Minor, The","Major and the Minor, The",Billy Wilder,1942,United States,feature,Una actriz múltiple: Ginger Rogers,,,,
Gente de Cine,Argentina,Buenos Aires,1943,,,"Sueño de una noche de verano, El","Midsummer Night's Dream, A","Midsummer Night's Dream, A",William Dieterle and Max Reinhardt,1935,United States,feature,Homenaje a Max Reinhardt,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,La fuerza bruta,Of Mice and Men,Of Mice and Men,Lewis Milestone,1939,United States,feature,John Steinbeck en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Viñas de ira,The Grapes of Wrath,The Grapes of Wrath,John Ford,1940,United States,feature,John Steinbeck en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Fabricación industrial,,Industrial Manufacturing,Martin Katz,Unknown,Unknown,short,Cine amateur,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Ski en Nahuel Huapi,Ski en Nahuel Huapi,Skiing in Nahuel Huapi,Carlos Barrios Barón,Unknown,Argentina,short,Cine amateur,,,,Filmmaker is a member of the Cine Club Argentino
Gente de Cine,Argentina,Buenos Aires,1944,,,Fórmula secreta,Fórmula Secreta,Secret Formul,Roberto Robertie,Unknown,Argentina,short,Cine amateur,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Carlitos en la calle de la paz,Easy Street,Easy Street,Charles Chaplin,1917,United States,short,De la obra de Chaplin,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Misterio en la niebla,Fog Over Frisco,Fog Over Frisco,William Dieterle,1933,United States,feature,Las grandes actrices: Bette Davis,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Locuras de la moda,Fashions of 1934,Fashions of 1934,William Dieterle,1934,United States,feature,Las grandes actrices: Bette Davis,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Peligroso,Dangerous,Dangerous,Alfred E. Green,1935,United States,feature,Las grandes actrices: Bette Davis,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Bosque petrificado, El","Petrified Forest, The","Petrified Forest, The",Archie Mayo,1936,United States,feature,Las grandes actrices: Bette Davis,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Caprichos del corazón,It's Love I'm After,It's Love I'm After,Archie Mayo,1937,United States,feature,Las grandes actrices: Bette Davis,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Los ojos que no ven,Quicker than a Wink,Quicker than a Wink,Harold Edgerton,1940,United States,feature,Documentales y dibujos norteamericanos,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Anecdotario del ejército,Unknown,Unknown,Unknown,Unknown,United States,short,Documentales y dibujos norteamericanos,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Campeón olímpico,The Olympic Champ,The Olympic Champ,Walt Disney,1942,United States,short,Documentales y dibujos norteamericanos,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Acero, el esclavo del hombre","Steel, man's servant","Steel, man's servant",U.S. Steel Corp. of Delaware,1938,United States,short,Documentales y dibujos norteamericanos,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,La peste alada,Winged Scourge,Winged Scourge,Walt Disney,1943,United States,short,Documentales y dibujos norteamericanos,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Así es la vida,That's Life,That's Life,Francisco Mugica,1939,Argentina,feature,Actores argentinos: Enrique Muiño,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Cura gaucho, El","Gaucho Priest, The","Gaucho Priest, The",Lucas Demare,1941,Argentina,feature,Actores argentinos: Enrique Muiño,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Viejo hucha, El","Old Skinflint, The","Old Skinflint, The",Lucas Demare,1942,Argentina,feature,Actores argentinos: Enrique Muiño,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Guerra gaucha, La","Gaucho War, The","Gaucho War, The",Lucas Demare,1942,Argentina,feature,Actores argentinos: Enrique Muiño,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Mamá soltera,Bachelor Mother,Bachelor Mother,Garson Kanin,1939,United States,feature,De la obra de Garson Kanin,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Mujer del otro, La",They Knew what They Wanted,They Knew what They Wanted,Garson Kanin,1940,United States,feature,De la obra de Garson Kanin,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Sus tres amores,"Tom, Dick, and Harry","Tom, Dick, and Harry",Garson Kanin,1941,United States,feature,De la obra de Garson Kanin,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Carreta, La","Covered Wagon, The","Covered Wagon, The",James Cruze,1923,United States,feature,Cine épico norteamericano,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Hada de la juventud, El",Fée de la jeunesse,The Frolic of Youth,Gaumont,1906,France,short,Primitivos franceses,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Corazón de una madre, El",Coeur de mère,"Mother's Heart, A",Pathé? (see Other Information),1909,France,short,Primitivos franceses,,,,A positive identification of a Pathé film with this title and year could not be made; it may be a 1909 film produced by Ambrosio
Gente de Cine,Argentina,Buenos Aires,1944,,,"Tres vecinos, Los","Trois voisins, Les","Three Neighbors, The",Pathé,1909,France,short,Primitivos franceses,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Tres luces, Las o La muerte cansada",Der müde Tod,Destiny,Fritz Lang,1921,Germany,feature,Los comienzos de Fritz Lang,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Nuestro pueblo,Our Town,Our Town,Sam Wood,1940,United States,feature,El teatro en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Sombrero de paja de Italia, Un","Chapeau de paille d'Italie, Un","Italian Straw Hat, The",René Clair,1927,France,feature,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,París que ríe,14 Juillet,Bastille Day,René Clair,1933,France,feature,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Salvado del crimen,Rescued by Rover?,Rescued by Rover?,Cecil Hepworth?,1906,United Kingdom,feature,Aspectos del cine británico,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Estrellas fugaces,Shooting Stars,Shooting Stars,Anthony Asquith,1927,United Kingdom,feature,Aspectos del cine británico,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Hombre de Aran, El",Man of Aran,Man of Aran,Robert Flaherty,1933,United Kingdom,feature,Aspectos del cine británico,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Rapsodia de vacaciones,Man of Aran,Man of Aran,Carol Reed,1937,United Kingdom,feature,Aspectos del cine británico,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Londres terminal,London Terminus,London Terminus,George Cooper,1938,United Kingdom,feature,Aspectos del cine británico,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Flores animadas,"Fée des fleurs, La ou le miroir de Cagliostro","Flower Fairy, The or the Mirror of Cagliostro",Georges Méliès,1905,France,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Operador solitario, El [sic]","Lonedale Operator, The","Lonedale Operator, The",D.W. Griffith,1911,United States,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Poder de la inocencia, El","Musketeers of Pig Alley, The","Musketeers of Pig Alley, The",D.W. Griffith,1911,United States,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Agonía de un espía, La","Bridge, The","Bridge, The",King Vidor,1929,United States,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Corazón delator, El","Tell-Tale Heart, The","Tell-Tale Heart, The",Jules Dassin,1941,United States,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Poema óptico,Optical Poem,Optical Poem,Oskar Fischinger,1937,United States,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Londres sabe sufrir,London Can Take It!,London Can Take It!,Quentin Reynolds,1940,United Kingdom,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Razón y emoción ,Reason and Emotion,Reason and Emotion,Walt Disney,1940,United States,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Alegría parisién,"Gay Parisian, The","Gay Parisian, The",Jean Negulesco,1941,United States,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,"Lago de los cisnes, El",Swan Lake,Swan Lake,Unknown,Unknown,Unknown,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1944,,,Estrellas en la guerra,Stars at War,Stars at War,Unknown,Unknown,Unknown,short,Cortometraje,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Barcarola de amor,"A tout court; Barcerolle d'amour, La",Fire in the Opera House,Henry Roussel,1931,"France, Germany",feature,"Galanes de la pantalla, Charles Boyer",,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Jardín de Alá, El","Garden of Allah, The","Garden of Allah, The",Richard Boleslawski,1936,United States,feature,"Galanes de la pantalla, Charles Boyer",,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Maria Walewska,Conquest,Conquest,Clarence Brown,1937,United States,feature,"Galanes de la pantalla, Charles Boyer",,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Tempestad,Orage,Orage,Marc Allegret,1938,France,feature,"Galanes de la pantalla, Charles Boyer",,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Seis destinos,Tales of Manhattan,Tales of Manhattan,Julien Duvivier,1942,United States,feature,"Galanes de la pantalla, Charles Boyer",,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Madre, La",Mat,Mother,Vsevolod Pudovkin,1926,Soviet Union,feature,Comedia y drama en el cine ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Chica de los sombreros, La",Devushka s korobkoy,"Girl with the Hatbox, The",Boris Barnet,1928,Soviet Union,feature,Comedia y drama en el cine ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Marca de la pantera, La",Cat People,Cat People,Jacques Tourneur,1942,United States,feature,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Voz en la tormenta, Una",Voice in the Wind,Voice in the Wind,Arthur Ripley,1944,United States,feature,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Baja traición,The Informer,,Arthur Robinson,1929,United Kingdom,feature,Liam O'Flaherty en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Gabinete del Dr. Caligari, El","Cabinet des Dr. Caligari, Das","Cabinet of Dr. Caligari, The",Robert Wiene,1920,Germany,feature,El expresionismo alemán y su evolución posterior,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Cenicienta, La","Verlorene schuh, Der",Cinderella,Ludwig Berger,1924,Germany,feature,El expresionismo alemán y su evolución posterior,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Fausto,Faust,Faust,F.W. Murnau,1926,Germany,feature,El expresionismo alemán y su evolución posterior,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Metrópolis,Metropolis,Metropolis,Fritz Lang,1927,Germany,feature,El expresionismo alemán y su evolución posterior,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Manon Lescaut,Manon Lescaut,Manon Lescaut,Arthur Robison,1926,Germany,feature,El expresionismo alemán y su evolución posterior,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Rosa de Flandes, La","Opprimés, Les","Oppressed, The",Henry Roussel,1923,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Rostros de niños,Visages d'enfants,Faces of Children,Jacques Feyder,1923,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Tierra prometida, La","Terre promise, La","Promised Land, The",Henry Roussel,1924,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Pescadores de Islandia,Pecheurs d'Islande,Island Fishermen,Jacques de Baroncelli,1924,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Viaje imaginario, El","Voyage imaginaire, Le","Imaginary Voyage, The",René Clair,1925,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Jugador de ajedrez, El","Joueur d'échecs, Le","Chess Player, The",Raymond Bernard,1926,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Carmen,Carmen,Carmen,Jacques Feyder,1926,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Presa del viento, La","Proie du vent, La","Prey of the Wind, The",René Clair,1926,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Napoleón,Napoléon,Napoleon,Abel Gance,1927,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Vida maravillosa de Juana de Arco, La",La Merveilleuse Vie de Jeanne d'Arc,Saint Joan the Maid,Marc de Gastyne,1927,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,"Sombrero de paja de Italia, Un","Chapeau de paille d'Italie, Un","Italian Straw Hat, The",René Clair,1927,France,feature,Final del período francés mudo (1923-1927),,repeat,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Cuidado con las fieras,,,,Unknown,United States,short,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Mi automóvil,,,,Unknown,United States,short,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,La casa encantada,,,,Unknown,United States,short,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Carlitos de partido doble,"Idle Class, The","Idle Class, The",Charles Chaplin,1921,United States,short,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Nick y Nack profesores de pesca con caña,,,Harry Grey,Unknown,United States,short,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,Nick y Nack profesores de baile,,,Harry Grey,Unknown,United States,short,Cómicos y dibujos norteamericanos mudos,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,El hombre que sabía demasiado,The Man Who Knew Too Much,The Man Who Knew Too Much,Alfred Hitchcock,1934,United States,feature,De la obra de Alfred Hitchcock,,,,
Gente de Cine,Argentina,Buenos Aires,1945,,,El agente secreto,Secret Agent,Secret Agent,Alfred Hitchcock,1936,United States,feature,De la obra de Alfred Hitchcock,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Intermezzo,Intermezzo,Intermezzo,Gregory Ratoff,1939,United States,feature,Las grandes actrices: Ingrid Bergman,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Alma en la sombra,Rage in Heaven,Rage in Heaven,W.S. Van Dyke,1941,United States,feature,Las grandes actrices: Ingrid Bergman,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,,Kean,,Alexandre Volkoff,1923,France,feature,Final del período francés mudo (1923-1927),,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Rostros de niños,Visages d'enfants,,Jacques Feyder,1923,France,feature,Final del período francés mudo (1923-1927),,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,,Napoléon,,Abel Gance,1927,France,feature,Final del período francés mudo (1923-1927),,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La vida maravillosa de Juana de Arco,Jeanne d'Arc,,Marc de Gastyne,1927,France,feature,Final del período francés mudo (1923-1927),,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,,"Cabinet des Dr. Caligari, Das",,Robert Wiene,1920,Germany,feature,Cine alemán mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La Cenicienta,Der verlorene schuh,,Ludwig Berger,1924,Germany,feature,Cine alemán mudo,,repeat,,
